Market,Period,Product,$2,B$2,AP.$2,U2,BU2,AP.U2,E21,BE2,AP.E21,%A1,%$.AP,PRC.E,PRC.BE,ACHY.$,ACHY.U,ACHY.E,%$.AP.YA,ACYAG.PRCE,ACYAG.PRCBE,ACHY.B$,ACHY.AP$,ACHY.BU,ACHY.APU,ACHY.BE,ACHY.E,ACHY.APE,%A1.AY
TRGTLC.TA,OCT2817.1,NS.080748,8655167,8006119,3318360,796587,732595,297280,55945621,50927283,18340239,100,38.34,0.15,0.16,-22662,-40615,-2517192,-2.91,0.01,0,788448,-261597,79132,-86228,4441766,-2517192,-6260579,0
TRGTLC.TA,NOV0417.1,NS.080748,9394531,8064364,3387229,858523,732860,312491,59435472,51098092,21182462,100,36.06,0.16,0.16,425423,30126,2032509,-14.65,0,0,880841,-1160557,83418,-123447,4626558,2032509,-6265442,0
TRGTLC.TA,NOV1117.1,NS.080748,8544196,8181795,5011644,814652,744599,486161,58153357,51660856,35100884,100,58.66,0.15,0.16,-334239,-21531,383886,0.64,-0.01,0,901745,-139561,88213,-10054,4809006,383886,2770647,0
TRGTLC.TA,OCT2117.1,NS.163589,2429415,2192296,1484817,225086,194233,141747,9133920,8015551,5629367,100,61.12,0.27,0.27,259196,42033,459568,20.43,0.02,0.01,449438,601886,44846,69153,1408566,459568,1767387,0
TRGTLC.TA,OCT2817.1,NS.163589,2360880,2206918,1302047,232021,197159,134246,8816831,8058845,4597554,100,55.15,0.27,0.27,-21817,2793,-748357,-0.66,0.02,0.01,401002,-27764,42302,-9552,1223172,-748357,-656256,0
TRGTLC.TA,NOV0417.1,NS.163589,2919682,2227550,1878412,275016,199277,182698,10751187,8121299,6949237,100,64.34,0.27,0.27,-2105250,-188759,-9422972,-7.07,0.02,0.01,503596,-1709568,51553,-161348,1562760,-9422972,-7683690,0
TRGTLC.TA,NOV1117.1,NS.163589,2337768,2215322,1323802,211081,199539,116868,9133538,8115807,5355819,100,56.63,0.26,0.27,-342562,-31601,-1583111,18.31,0.01,0.01,446045,296654,48994,15266,1370879,-1583111,962456,0
TRGTLC.TA,OCT2117.1,NS.083409,1152540,901070,508306,102737,78821,44934,7009121,5223871,3231120,100,44.1,0.16,0.17,199114,21719,1117928,-4.51,0,0.01,77832,44848,8854,6849,279142,1117928,248631,0
TRGTLC.TA,OCT2817.1,NS.083409,955290,912584,346479,84995,79599,30441,5758899,5294194,2201119,100,36.27,0.17,0.17,422,-6607,-436101,-23.78,0.01,0.01,91140,-226884,9698,-33468,356985,-436101,-1730535,0
TRGTLC.TA,NOV0417.1,NS.083409,1047533,923189,431046,92347,80320,37223,6302185,5363192,2697702,100,41.15,0.17,0.17,102264,11269,493015,-11.93,0,0.01,113658,-70655,11501,-7255,505447,493015,-460959,0
TRGTLC.TA,NOV1117.1,NS.083409,917545,917173,519962,84701,80320,53632,5766733,5321829,3449420,100,56.67,0.16,0.17,-511,5211,203888,-43.33,-0.01,0.01,103056,-398068,11143,-25854,453111,203888,-2113233,0
TRGTLC.TA,OCT2117.1,NS.083309,670425,505895,550167,90360,59996,73251,6313974,4521898,5130726,100,82.06,0.11,0.11,-68136,5364,-277581,21.87,-0.01,0,-9113,105578,-821,27865,80587,-277581,1076385,0
TRGTLC.TA,OCT2817.1,NS.083309,567257,504193,18554,66485,59976,2331,5067753,4465312,168735,100,3.27,0.11,0.11,35354,3700,487253,0.47,0,0,-21696,3653,-2304,622,-56852,487253,40524,0
TRGTLC.TA,NOV0417.1,NS.083309,711971,510963,396620,82460,60790,41951,6448528,4512536,3645976,100,55.71,0.11,0.11,179415,19272,1856313,51.7,-0.01,0,-12761,375300,-597,39756,22095,1856313,3458719,0
TRGTLC.TA,NOV1117.1,NS.083309,589173,528002,199910,73882,62134,26665,5237355,4684898,1871844,100,33.93,0.11,0.11,-105587,-17824,-972686,-20.78,0,0,-3422,-180213,-521,-28192,102513,-972686,-1446022,0
TRGTLC.TA,OCT2117.1,NS.158673,467877,232437,435423,46197,18624,44372,2983359,1215987,2846129,99,93.06,0.16,0.19,431846,43146,2794585,89.95,-0.03,0,196381,434302,15546,44257,1031490,2794585,2838624,78
TRGTLC.TA,OCT2817.1,NS.158673,229743,255846,77486,17988,20543,5106,1203082,1340266,377182,99,33.73,0.19,0.19,179715,13709,945599,31.56,0,0,221949,76401,17650,5018,1165291,945599,371996,81
TRGTLC.TA,NOV0417.1,NS.158673,374440,235421,73151,30544,18818,4989,1999793,1229188,361308,99,19.54,0.19,0.19,329487,26694,1770079,18.21,-0.01,-0.01,201088,72554,15904,4927,1054729,1770079,358208,83
TRGTLC.TA,NOV1117.1,NS.158673,270347,265506,270275,24408,21350,24401,1600011,1392197,1599588,99,99.97,0.17,0.19,233825,21277,1414223,96.71,-0.03,-0.01,232347,269084,18518,24273,1223753,1414223,1592864,83
TRGTLC.TA,OCT2117.1,NS.122345,3900749,3455570,1738540,313367,274150,147414,18572836,16327224,8944970,100,44.57,0.21,0.21,599926,60436,2908389,2.13,0,0.01,480853,337537,31467,39143,1861672,2908389,2043846,0
TRGTLC.TA,OCT2817.1,NS.122345,3773417,3523503,2492627,302294,279088,211184,17981272,16605419,12065406,100,66.06,0.21,0.21,22881,-4337,50360,23.76,0,0,483135,906151,41691,65867,2503727,50360,4176958,0
TRGTLC.TA,NOV0417.1,NS.122345,4245273,3497107,1938548,340841,277486,164239,20331963,16482206,10011546,100,45.66,0.21,0.21,-18343,-228,49749,-21.3,0,0,454862,-916547,41377,-76887,2345721,49749,-3953620,0
TRGTLC.TA,NOV1117.1,NS.122345,3603804,3533392,1981480,277969,281707,145664,17830516,16604817,10292926,100,54.98,0.2,0.21,-529346,-58208,-2096241,-7.38,-0.01,0,455833,-595929,43290,-76892,2250200,-2096241,-2751319,0
TRGTLC.TA,OCT2117.1,NS.081495,161688,158019,46928,20872,20171,6574,1441968,1388923,423271,97,29.02,0.11,0.11,-95166,-16496,-1243059,-59.14,0.02,-0.01,-49840,-179536,-4456,-25304,-301550,-1243059,-2032408,-3
TRGTLC.TA,OCT2817.1,NS.081495,160165,159652,46564,20811,20394,6573,1428275,1403959,422056,97,29.07,0.11,0.11,-397759,-61930,-4701094,-67.5,0.02,-0.01,-49472,-492258,-4761,-72986,-303692,-4701094,-5544009,-3
TRGTLC.TA,NOV0417.1,NS.081495,170238,160034,50026,22105,20393,7054,1519522,1411730,453415,97,29.39,0.11,0.11,-56939,-11078,-697845,-62.53,0.01,-0.01,-49046,-158795,-4639,-22766,-312058,-697845,-1626089,-2
TRGTLC.TA,NOV1117.1,NS.081495,167620,154153,67321,22466,19719,9688,1561449,1353640,656536,97,40.16,0.11,0.11,-114859,-14164,-1089353,-50.41,0,-0.01,-54547,-188521,-5369,-22117,-361912,-1089353,-1793817,-2
TRGTLC.TA,OCT2117.1,NS.163594,159613,136719,112635,21554,16175,14982,1051855,834895,780583,99,70.57,0.15,0.16,-82529,-3768,-374037,26.11,-0.02,-0.01,-5733,4977,1162,3966,28408,-374037,52387,0
TRGTLC.TA,OCT2817.1,NS.163594,163477,137386,13765,18777,16158,1688,1006602,842396,94258,99,8.42,0.16,0.16,-2761,87,15471,-2.72,-0.01,-0.02,-20282,-4759,-380,-887,-40795,15471,-37327,0
TRGTLC.TA,NOV0417.1,NS.163594,180522,132863,157476,20775,15749,17885,1118895,813775,988855,99,87.23,0.16,0.16,23550,3651,205941,80.25,-0.01,-0.01,-12953,146508,287,16399,-5507,205941,914800,0
TRGTLC.TA,NOV1117.1,NS.163594,149303,145725,58028,18802,17119,7573,929503,890261,379031,99,38.87,0.16,0.16,-40033,-4927,-236183,-19.53,0,-0.01,-9724,-52544,729,-8300,7101,-236183,-345398,0
TRGTLC.TA,OCT2117.1,NS.157335,523569,330488,371498,48233,29773,34532,1898949,1172380,1348041,100,70.95,0.28,0.28,165663,18195,663923,40.86,-0.01,-0.01,45586,263779,4637,26961,204357,663923,931870,0
TRGTLC.TA,OCT2817.1,NS.157335,364514,336427,228884,34036,30063,21761,1334898,1191528,843094,100,62.79,0.27,0.28,-76883,-9236,-269204,1.03,0,-0.01,28935,-43715,3432,-7957,155749,-269204,-178753,0
TRGTLC.TA,NOV0417.1,NS.157335,476692,335477,334931,43205,29932,29979,1710499,1187416,1200876,100,70.26,0.28,0.28,-249073,-20155,-837785,3.41,-0.01,-0.02,56520,-150246,5674,-13460,255506,-837785,-540199,0
TRGTLC.TA,NOV1117.1,NS.157335,318112,333789,168856,29552,29813,15468,1212317,1181563,679123,100,53.08,0.26,0.28,-101515,-7120,-217665,-46.9,-0.03,-0.02,42531,-250675,4539,-21194,212510,-217665,-750517,0
TRGTLC.TA,OCT2117.1,NS.166464,1572727,1578064,891042,133989,130742,79942,5350760,5323886,3009680,100,56.66,0.29,0.3,116298,20601,136736,15.26,0.01,0.01,344627,288211,31120,34231,1006454,136736,725211,0
TRGTLC.TA,OCT2817.1,NS.166464,1660711,1591407,1005841,156222,133512,101940,5615246,5357068,3358476,100,60.57,0.3,0.3,11378,4758,-491185,1.73,0.03,0.01,335497,35407,31858,-690,975026,-491185,-280979,0
TRGTLC.TA,NOV0417.1,NS.166464,2092803,1616845,1339193,188874,136087,126937,7107670,5446183,4503018,100,63.99,0.29,0.3,-1878463,-173037,-8175579,-11.43,0.03,0.01,406313,-1655763,38474,-159133,1191881,-8175579,-7427716,0
TRGTLC.TA,NOV1117.1,NS.166464,1717716,1587053,994843,141512,134292,79893,6204288,5346169,3788365,100,57.92,0.28,0.3,-214710,-23310,-776301,36.41,0,0.01,354674,579197,35827,41527,1006799,-776301,2255699,0
TRGTLC.TA,OCT2117.1,NS.085397,59858,30590,59545,6070,2388,6037,262870,100039,261457,86,99.48,0.23,0.31,55321,5637,247190,94.76,-0.06,0.01,25663,59331,1922,6018,83318,247190,260702,73
TRGTLC.TA,OCT2817.1,NS.085397,27354,30577,5135,2425,2435,528,101074,99432,28675,69,18.77,0.27,0.31,20708,1825,78626,18.77,-0.03,0.01,26399,5135,2037,528,85192,78626,28675,56
TRGTLC.TA,NOV0417.1,NS.085397,36983,25620,2826,3170,2060,261,121973,85153,11224,71,7.64,0.3,0.3,30380,2559,99525,7.64,0.01,0.01,21567,2826,1684,261,71234,99525,11224,58
TRGTLC.TA,NOV1117.1,NS.085397,22285,31444,21933,2141,2577,2106,81797,103365,80040,65,98.42,0.27,0.3,17344,1684,65169,96.07,-0.02,0.01,26454,21817,2112,2096,86678,65169,79633,53
